#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
CXCL1	CCL5	1858329	1847396	ENSP00000379110	ENSP00000293272	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.725	0.971
CXCL9	CCL4	1854250	1843996	ENSP00000354901	ENSP00000250151	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.650	0.650
CCL5	IL6	1847396	1844631	ENSP00000293272	ENSP00000258743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.581	0.581
IL8	CCL5	1848852	1847396	ENSP00000306512	ENSP00000293272	0.000	0.000	0.000	0.000	0.072	0.576	0.900	0.805	0.991
TNF	TNFRSF10B	1860103	1846494	ENSP00000398698	ENSP00000276431	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.695	0.695
CXCL6	CCL3	1843085	1843010	ENSP00000226317	ENSP00000225245	0.000	0.000	0.000	0.000	0.079	0.000	0.000	0.394	0.418
FOS	CCL3	1848822	1843010	ENSP00000306245	ENSP00000225245	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.191	0.831
CCR10	CCL2	1851480	1843055	ENSP00000332504	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.564	0.800	0.088	0.913
CXCL12	CCL2	1858332	1843055	ENSP00000379140	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.649	0.649
MMP1	CCL2	1850481	1843055	ENSP00000322788	ENSP00000225831	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.899	0.955
PRLR	GHR	1857467	1843268	ENSP00000371432	ENSP00000230882	0.000	0.000	0.000	0.676	0.000	0.000	0.900	0.822	0.926
